Generated using GEOMAGIA50.v3.3 on Nov/28/2023
Age[yr.AD],Sigma-ve[yr.],Sigma+ve[yr.],SigmaAgeID,N_Ba,n_Ba[meas.],n_Ba[acc.],Ba[microT],SigmaBa[microT],VDM[E22_AmE2],SigmaVDM[E22_AmE2],N_Dir,n_Dir[meas.],n_Dir[acc.],Dec[deg.],Inc[deg.],Alpha95[deg.],K,MaxAF[mT],MaxTemp[deg.C],PubDataID,SiteName,LocationName,SiteLat[deg.],SiteLon[deg.],CountryRegionID,ArcheoVolcanic,MatID,PIMethID,AltMonID,MDMonID,CoolRID,AnisoID,DirMethID,DirAnalysisID,DatMethID,SpecTypeID,RefID,CompilationID,UploadMonth,UploadYear,Uploader,Editor,LastEditDate,UID,CrossUID,CrossRefID
      -50000,       50000,       50000,           1,        -999,        -999,        -999,       34.65,        9.15,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,0864a012015,-999,-999,     10.0000,    256.0000,          17,Volcanic,4,4,1,-1,          -1,          -1,           0,           0,110,1,         378,-1,-999,2009,Fabio Donadini,-999,-999,6873,-1,-1
      -50000,       50000,       50000,           1,        -999,        -999,        -999,       36.74,        2.43,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,0864a012050,-999,-999,     10.0000,    256.0000,          17,Volcanic,4,4,1,-1,          -1,          -1,           0,           0,110,1,         378,-1,-999,2009,Fabio Donadini,-999,-999,6874,-1,-1
      -50000,       50000,       50000,           1,        -999,        -999,        -999,       43.22,        7.92,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,0864a013015,-999,-999,     10.0000,    256.0000,          17,Volcanic,4,4,1,-1,          -1,          -1,           0,           0,110,1,         378,-1,-999,2009,Fabio Donadini,-999,-999,6875,-1,-1
      -50000,       50000,       50000,           1,        -999,        -999,        -999,       42.15,     -999.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,0864a013048,-999,-999,     10.0000,    256.0000,          17,Volcanic,4,4,1,-1,          -1,          -1,           0,           0,110,1,         378,-1,-999,2009,Fabio Donadini,-999,-999,6876,-1,-1
      -50000,       50000,       50000,           1,        -999,        -999,        -999,       33.42,        3.62,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,0864a015015,-999,-999,     10.0000,    256.0000,          17,Volcanic,4,4,1,-1,          -1,          -1,           0,           0,110,1,         378,-1,-999,2009,Fabio Donadini,-999,-999,6877,-1,-1
      -50000,       50000,       50000,           1,        -999,        -999,        -999,       36.30,        0.06,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,0864a016030,-999,-999,     10.0000,    256.0000,          17,Volcanic,4,4,1,-1,          -1,          -1,           0,           0,110,1,         378,-1,-999,2009,Fabio Donadini,-999,-999,6878,-1,-1
      -50000,       50000,       50000,           1,        -999,        -999,        -999,       39.68,        4.77,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,0864a016143,-999,-999,     10.0000,    256.0000,          17,Volcanic,4,4,1,-1,          -1,          -1,           0,           0,110,1,         378,-1,-999,2009,Fabio Donadini,-999,-999,6879,-1,-1
      -49900,          -1,          -1,           2,           1,        -999,           2,       18.20,        1.70,        4.38,        0.41,           1,        -999,           6,     -999.00,       25.00,       21.20,     -999.00,        -999,        -999,-999,-999,Hawaii Island - Kilauea (SOH-4 Core),     19.4700,    205.1000,          18,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,107;109,1,         135,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,3349,-1,-1
      -49300,          -1,          -1,           2,           1,        -999,           2,       13.90,        1.20,        3.45,        0.30,           1,        -999,           4,     -999.00,       18.70,        6.00,     -999.00,        -999,        -999,-999,-999,Hawaii Island - Kilauea (SOH-4 Core),     19.4700,    205.1000,          18,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,107;109,1,         135,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,3350,-1,-1
      -48600,          -1,          -1,           2,           1,        -999,           1,       15.60,     -999.00,        3.89,     -999.00,           1,        -999,           2,     -999.00,       18.10,        2.20,     -999.00,        -999,        -999,-999,-999,Hawaii Island - Kilauea (SOH-4 Core),     19.4700,    205.1000,          18,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,107;109,1,         135,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,3351,-1,-1
      -48050,       40000,       40000,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           8,           8,           9,      346.30,       34.90,        8.20,       52.00,          95,         675,Tac-17,C. Las Animas,Michoacan-Guanajuato Volcanic field - Tacambaro,     19.2280,    258.4160,          27,Volcanic,4,-1,-1,-1,          -1,          -1,           3,           1,107,1,         844,-1,5,2019,Gwenael Herve,-999,-999,11965,-1,-1
      -48050,          -1,          -1,           2,           1,        -999,           4,       20.00,        1.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,k1,Boissejour,Chaine de Puys,     45.7500,      3.0500,           3,Volcanic,4,1,-1,-1,          -1,          -1,           0,           0,104,1,         154,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,3530,-1,-1
      -47443,          -1,          -1,           1,        -999,        -999,        -999,       21.20,        2.50,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,GC59,-999,-999,     17.4000,    246.8000,          17,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,110,1,         375,-1,-999,2009,Fabio Donadini,-999,-999,6861,-1,-1
      -47050,       22000,       22000,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           6,           6,           9,       28.80,       21.30,        9.60,       35.00,          95,        -999,-6,Col2 (M2),Colima Volcanic Complex,     19.5300,    256.4800,          27,Volcanic,4,-1,-1,-1,          -1,          -1,           3,           1,113,1,         846,-1,5,2019,Gwenael Herve,-999,-999,11974,-1,-1
      -47050,       22000,       22000,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           7,           7,           9,       25.60,       14.80,        8.50,       39.00,          95,        -999,-7,Col3 (M6),Colima Volcanic Complex,     19.5300,    256.4900,          27,Volcanic,4,-1,-1,-1,          -1,          -1,           3,           1,-1,1,         846,-1,5,2019,Gwenael Herve,-999,-999,11975,-1,-1
      -46700,          -1,          -1,           2,           1,        -999,           4,       20.30,        4.90,        4.64,        1.12,           1,        -999,           6,     -999.00,       32.70,        3.60,     -999.00,        -999,        -999,-999,-999,Hawaii Island - Kilauea (SOH-4 Core),     19.4700,    205.1000,          18,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,107;109,1,         135,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,3352,-1,-1
      -46550,         450,         450,           2,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           1,        -999,          16,       17.30,       58.80,        2.40,     -999.00,          80,         580,PPL,Gelso Petrulla Complex Gelso Petrulla lava,Vulcano Island,     38.4000,     14.9500,          11,Volcanic,4,-1,-1,-1,          -1,          -1,           3,           0,113,1,         415,-1,-999,2009,Fabio Donadini,-999,-999,8174,-1,-1
      -46100,          -1,          -1,           2,           1,        -999,           2,       15.80,        2.70,        3.73,        0.64,           1,        -999,           3,     -999.00,       28.30,        2.80,     -999.00,        -999,        -999,-999,-999,Hawaii Island - Kilauea (SOH-4 Core),     19.4700,    205.1000,          18,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,107;109,1,         135,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,3353,-1,-1
      -46000,       22000,       22000,           2,           1,        -999,           5,       32.80,        2.20,        6.16,        0.41,           1,        -999,           7,      356.10,      -52.50,        4.10,     -999.00,        -999,        -999,-999,Am3,Amsterdam Island,    -37.5000,     77.3000,          36,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,107,1,         148,1001;1006,-999,2007,Fabio Donadini,-999,-999,3505,-1,-1
      -45914,          -1,          -1,           1,        -999,        -999,        -999,       12.40,        0.80,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,GC54,-999,-999,     17.4000,    246.8000,          17,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,110,1,         375,-1,-999,2009,Fabio Donadini,-999,-999,6860,-1,-1
      -45400,          -1,          -1,           2,           1,        -999,           2,       22.80,        9.60,        5.28,        2.22,           1,        -999,           5,     -999.00,       30.90,        1.90,     -999.00,        -999,        -999,-999,-999,Hawaii Island - Kilauea (SOH-4 Core),     19.4700,    205.1000,          18,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,107;109,1,         135,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,3354,-1,-1
      -45399,          -1,          -1,           1,        -999,        -999,        -999,       14.50,     -999.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,GC71,-999,-999,     17.4000,    246.8000,          17,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,110,1,         375,-1,-999,2009,Fabio Donadini,-999,-999,6872,-1,-1
      -45050,       45000,       45000,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,          12,          14,          12,        1.50,       31.80,        9.10,       23.60,        -999,        -999,-999,BB,Michoacan Guanajuato Volcanic Field,     19.4310,   -102.8767,          27,Volcanic,4,-1,-1,-1,          -1,          -1,           3,           1,107,4,         791,-1,5,2019,Gwenael Herve,-999,-999,11236,-1,-1
      -44598,          -1,          -1,           1,        -999,        -999,        -999,       25.90,        1.40,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,GC32,-999,-999,     19.4000,    246.5000,          17,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,110,1,         375,-1,-999,2009,Fabio Donadini,-999,-999,6839,-1,-1
      -44350,        2000,        2800,           2,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,          13,           6,       67.60,       28.00,        7.50,     -999.00,        -999,        -999,-999,CC089,Mt Ruapehu - Mangawhero,    -39.3164,    175.5707,          35,Volcanic,4,-1,-1,-1,          -1,          -1,           2,           1,107,1,         830,-1,5,2019,Maxwell Brown,-999,-999,11886,-1,-1
      -44323,         680,         771,          -1,        -999,          24,          18,       24.10,        0.40,        4.20,        0.10,          21,          22,        -999,       -9.30,       54.00,        4.50,       52.60,        -999,        -999,16-21-24,Porto Judeu,Terceira,     38.5000,    -27.2000,         103,Volcanic,4,14,-1,-1,          -1,          -1,           3,           1,102,1,         776,-1,5,2019,Gwenael Herve,-999,-999,11099,-1,-1
      -44100,          -1,          -1,           2,           1,        -999,           1,       14.40,     -999.00,        3.27,     -999.00,           1,        -999,           3,     -999.00,       33.40,       15.40,     -999.00,        -999,        -999,-999,-999,Hawaii Island - Kilauea (SOH-4 Core),     19.4700,    205.1000,          18,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,107;109,1,         135,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,3355,-1,-1
      -44050,        5000,        5000,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           5,           5,        -999,       11.10,        4.20,        5.40,      200.00,         140,         575,-999,SM0509,Volcan de Santa Maria,     14.7473,    268.4317,          42,Volcanic,4,-1,-1,-1,          -1,          -1,           3,           1,107,1,         849,-1,5,2019,Gwenael Herve,-999,-999,11983,-1,-1
      -44000,         680,         680,          -1,           6,        -999,           6,       39.40,        7.50,        9.11,        1.73,          24,        -999,          24,      359.30,       31.20,        3.80,       62.20,        -999,        -999,SD,Serdan,Eastern Trans-Mexican Volcanic Belt,     18.9347,    262.5281,          27,Volcanic,4,4,1,1,          -1,          -1,           1,           1,104,1,         912,-1,9,2020,Gwenael Herve,-999,-999,13145,-1,-1
      -44000,         700,         700,          -1,           9,        -999,        -999,       39.00,        2.00,        9.00,        0.46,          15,          15,          15,        1.50,       31.40,        5.20,       55.20,         125,        -999,-999,DX,Eastern Trans-Mexican Volcanic Belt,     18.9353,    -97.4724,          27,Volcanic,4,10,-1,-1,          -1,          -1,           3,           1,104,1,         792,-1,5,2019,Gwenael Herve,-999,-999,11241,-1,-1
      -43750,        3000,        2800,           2,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,          12,           6,      346.00,      -59.30,        7.90,     -999.00,        -999,        -999,-999,CC453,Mt Ruapehu - Mangawhero,    -39.2552,    175.5414,          35,Volcanic,4,-1,-1,-1,          -1,          -1,           2,           1,107,1,         830,-1,5,2019,Maxwell Brown,-999,-999,11885,-1,-1
      -43500,          -1,          -1,           2,           1,        -999,           2,       17.10,        1.30,        4.07,        0.31,           1,        -999,           4,     -999.00,       26.90,        3.80,     -999.00,        -999,        -999,-999,-999,Hawaii Island - Kilauea (SOH-4 Core),     19.4700,    205.1000,          18,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,107;109,1,         135,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,3356,-1,-1
      -43450,        3000,        2800,           2,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,           7,           4,      352.50,      -64.70,        3.20,     -999.00,        -999,        -999,-999,CC530,Mt Ruapehu - Mangawhero,    -39.2548,    175.5433,          35,Volcanic,4,-1,-1,-1,          -1,          -1,           2,           1,109,1,         830,-1,5,2019,Maxwell Brown,-999,-999,11884,-1,-1
      -43448,        2367,        2367,          -1,           3,        -999,           3,       35.40,        3.10,        8.52,        0.75,          10,        -999,          10,      354.30,       25.00,        2.60,      337.10,        -999,        -999,JA3-13,La Joya flow,Eastern Trans-Mexican Volcanic Belt,     19.5900,    263.0100,          27,Volcanic,4,4,1,1,          -1,          -1,           1,           1,102,1,         912,-1,9,2020,Gwenael Herve,-999,-999,13144,-1,-1
      -43260,          -1,          -1,           2,           1,        -999,           2,       16.01,        0.91,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,241,772-773.65 m,Hawaii Island - Kilauea (SOH-1 Core),     19.4830,    205.1000,          18,Volcanic,4,7,1,-1,           0,           0,           0,           0,106,3,          49,1006,-999,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1158,-1,-1
      -43150,        1800,        2800,           2,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,           8,           4,       77.20,      -44.50,        2.10,     -999.00,        -999,        -999,-999,CC081,Mt Ruapehu - Mangawhero,    -39.3093,    175.5818,          35,Volcanic,4,-1,-1,-1,          -1,          -1,           2,           1,107,1,         830,-1,5,2019,Maxwell Brown,-999,-999,11883,-1,-1
      -43050,        1800,        1800,           2,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           7,        -999,        -999,        0.40,       43.70,        3.20,      363.00,        -999,        -999,-999,HLLL,Maui - East Maui Volcano,     20.6100,   -156.3100,          18,Volcanic,4,-1,-1,-1,          -1,          -1,           3,           1,102,1,         171,-1,5,2019,Fabio Donadini,-999,-999,12731,-1,-1
      -43000,          -1,          -1,           2,           1,        -999,           2,       13.66,        0.87,        3.17,        0.20,           1,        -999,           3,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,240,766.72-766.97 m,Hawaii Island - Kilauea (SOH-1 Core),     19.4830,    205.1000,          18,Volcanic,4,7,1,-1,           0,           0,           0,           0,106,3,          49,1006,-999,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1159,-1,133
      -43000,          -1,          -1,           1,           1,           2,        -999,       54.40,        7.30,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,82,-999,     15.7300,    254.5500,          17,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,-1,1,         405,-1,-999,2009,Fabio Donadini,-999,-999,8073,-1,-1
      -43000,          -1,          -1,           2,           1,        -999,           3,       18.80,        6.40,        4.36,        1.48,           1,        -999,           3,     -999.00,       30.70,       14.00,     -999.00,        -999,        -999,240,767.3 m,Hawaii Island - Kilauea (SOH-1 Core),     19.4830,    205.1000,          18,Volcanic,4,1,1,-1,          -1,          -1,           0,           0,106,1,         133,1001;1006;1011,-999,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3252,-1,-1
      -42800,          -1,          -1,           2,           1,        -999,           2,       13.80,        3.10,        3.13,        0.70,           1,        -999,           5,     -999.00,       33.50,       11.40,     -999.00,        -999,        -999,-999,-999,Hawaii Island - Kilauea (SOH-4 Core),     19.4700,    205.1000,          18,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,107;109,1,         135,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,3357,-1,-1
      -42740,          -1,          -1,           2,           1,        -999,           2,       14.77,        0.49,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,239,762.59-763.93 m,Hawaii Island - Kilauea (SOH-1 Core),     19.4830,    205.1000,          18,Volcanic,4,7,1,-1,           0,           0,           0,           0,106,3,          49,1006,-999,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1160,-1,-1
      -42650,        3300,        3300,           2,        -999,           8,           5,       32.40,        6.70,        5.88,        1.22,           4,           6,           4,       12.70,       55.40,        5.30,      303.00,        -999,        -999,-999,MC17,Aydat 1,     45.6590,      2.9708,           3,Volcanic,4,1,1,-1,          -1,          -1,           3,           1,113,1,         828,-1,5,2019,Maxwell Brown,-999,-999,11854,-1,-1
      -42250,        1600,        2800,           2,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,          21,           9,      245.00,      -46.70,        3.30,     -999.00,        -999,        -999,-999,CC119,Mt Ruapehu - Mangawhero,    -39.3173,    175.5617,          35,Volcanic,4,-1,-1,-1,          -1,          -1,           2,           1,107,1,         830,-1,5,2019,Maxwell Brown,-999,-999,11882,-1,-1
      -42221,          -1,          -1,           2,           1,        -999,           2,       19.08,        0.20,        4.61,        0.05,           1,        -999,           5,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,237,753.41-756.5 m,Hawaii Island - Kilauea (SOH-1 Core),     19.4830,    205.1000,          18,Volcanic,4,7,1,-1,           0,           0,           0,           0,106,3,          49,1006,-999,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1161,-1,133
      -42221,          -1,          -1,           2,           1,        -999,           3,       25.50,        8.20,        6.16,        1.98,           1,        -999,           5,     -999.00,       24.20,       10.20,     -999.00,        -999,        -999,237,756.1 m,Hawaii Island - Kilauea (SOH-1 Core),     19.4830,    205.1000,          18,Volcanic,4,1,1,-1,          -1,          -1,           0,           0,106,1,         133,1001;1006;1011,-999,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3253,-1,-1
      -42050,        7000,        7000,           2,        -999,          11,           5,       31.30,        7.20,        5.49,        1.26,           6,          11,           6,        2.70,       58.00,        3.10,      479.00,        -999,        -999,-999,MC26,Randanne,     45.6862,      2.9410,           3,Volcanic,4,1,1,-1,          -1,          -1,           3,           1,104,1,         828,-1,5,2019,Maxwell Brown,-999,-999,11859,-1,-1
      -42050,        1400,        2800,           2,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,          11,           3,      180.70,      -43.30,       11.60,     -999.00,        -999,        -999,-999,CC216,Mt Ruapehu - Mangawhero,    -39.3148,    175.5952,          35,Volcanic,4,-1,-1,-1,          -1,          -1,           2,           1,107,1,         830,-1,5,2019,Maxwell Brown,-999,-999,11881,-1,-1
      -42050,       15000,       15000,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           8,           8,          10,      344.20,       43.90,        2.80,      656.00,          95,        -999,-4,Col13 (M6),Colima Volcanic Complex,     19.4700,    256.4800,          27,Volcanic,4,-1,-1,-1,          -1,          -1,           3,           1,113,1,         846,-1,5,2019,Gwenael Herve,-999,-999,11972,-1,-1
      -42050,       15000,       15000,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           9,           9,          10,      351.40,       39.40,        3.60,      166.00,          95,        -999,-5,Col14 (M18),Colima Volcanic Complex,     19.4700,    256.4800,          27,Volcanic,4,-1,-1,-1,          -1,          -1,           3,           1,113,1,         846,-1,5,2019,Gwenael Herve,-999,-999,11973,-1,-1
      -41950,        2600,        2600,           2,        -999,           8,           8,       48.50,       11.90,       10.53,        2.58,           8,           8,           8,      -50.30,       38.80,        7.70,       53.00,        -999,        -999,-999,MC14,Beaumont,     45.7465,      3.0670,           3,Volcanic,4,1,1,-1,          -1,          -1,           3,           1,107;113,1,         828,-1,5,2019,Maxwell Brown,-999,-999,11852,-1,-1
      -41897,          -1,          -1,           2,           1,        -999,           2,       12.47,        1.73,        2.66,        0.37,           1,        -999,           3,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,236,748.77-750.52 m,Hawaii Island - Kilauea (SOH-1 Core),     19.4830,    205.1000,          18,Volcanic,4,7,1,-1,           0,           0,           0,           0,106,3,          49,1006,-999,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1162,-1,133
      -41897,          -1,          -1,           2,           1,        -999,           3,       21.80,        1.60,        4.65,        0.34,           1,        -999,           3,     -999.00,       40.70,        4.60,     -999.00,        -999,        -999,236,750 m,Hawaii Island - Kilauea (SOH-1 Core),     19.4830,    205.1000,          18,Volcanic,4,1,1,-1,          -1,          -1,           0,           0,106,1,         133,1001;1006;1011,-999,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3254,-1,-1
      -41787,          -1,          -1,           1,        -999,        -999,        -999,       18.30,        0.90,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,GC45,-999,-999,     19.4000,    246.4000,          17,Volcanic,4,2,1,-1,          -1,          -1,           0,           0,110,1,         375,-1,-999,2009,Fabio Donadini,-999,-999,6851,-1,-1
      -41750,        1000,        2800,           2,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,          10,           5,      185.70,      -31.40,       11.40,     -999.00,        -999,        -999,-999,CC127,Mt Ruapehu - Mangawhero,    -39.3038,    175.5546,          35,Volcanic,4,-1,-1,-1,          -1,          -1,           2,           1,107,1,         830,-1,5,2019,Maxwell Brown,-999,-999,11880,-1,-1
      -41550,        1800,        2800,           2,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,           5,           3,      359.80,      -56.20,        3.40,     -999.00,        -999,        -999,-999,PM531,Mt Ruapehu - Mangawhero,    -39.2494,    175.5316,          35,Volcanic,4,-1,-1,-1,          -1,          -1,           2,           1,107,1,         830,-1,5,2019,Maxwell Brown,-999,-999,11879,-1,-1
      -41450,           0,           0,          -1,           3,           3,           3,       38.00,        7.50,        9.50,        2.10,           3,           3,           3,     -999.00,       21.10,        4.10,     -999.00,        -999,        -999,59.7 m,Flow 9,Hawaii Island - HSDP2,     19.7128,   -155.0542,          18,Volcanic,4,1,1,-1,          -1,          -1,           2,           1,107;109,3,         874,-1,5,2019,Maxwell Brown,-999,-999,12313,-1,873
      -40950,        7800,        7800,           2,           3,           4,           4,        5.20,        0.20,        1.28,        0.05,           4,        -999,           6,      261.40,      -20.20,        6.20,      249.00,         200,         640,-999,BL1,Reykjanes Peninsula - Bleiksholl,     63.8700,    337.6600,          34,Volcanic,4,2,2,1,          -1,           1,           3,           1,113,1,         491,-1,-999,2009,Fabio Donadini,-999,-999,8718,-1,-1
      -40950,        7800,        7800,           2,        -999,           3,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           6,        -999,           6,      263.30,      -18.90,        3.70,      322.00,         200,         640,-999,BL2,Reykjanes Peninsula - Bleiksholl,     63.8700,    337.6600,          34,Volcanic,4,2,2,1,          -1,           1,           3,           1,113,1,         491,-1,1,2011,Fabio Donadini,-999,-999,8719,-1,-1
      -40950,        7800,        7800,           2,           4,           4,           4,        4.00,        0.40,        0.95,        0.09,           5,        -999,           5,      264.90,      -27.30,        6.40,      143.00,         200,         640,-999,BL3,Reykjanes Peninsula - Bleiksholl,     63.8700,    337.6600,          34,Volcanic,4,4,2,1,          -1,           1,           3,           1,113,1,         491,-1,1,2011,Fabio Donadini,-999,-999,8720,-1,-1
      -40950,        7800,        7800,           2,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           6,        -999,           6,      280.10,       13.80,        9.60,       70.00,         200,         640,-999,E1,Reykjanes Peninsula - Einbui,     63.8800,    337.6900,          34,Volcanic,4,-1,-1,-1,          -1,          -1,           3,           1,113,1,         491,-1,1,2011,Fabio Donadini,-999,-999,8721,-1,-1
      -40950,        7800,        7800,           2,           1,           3,           1,       22.70,     -999.00,        3.64,     -999.00,           6,        -999,           6,      158.50,       64.90,        6.40,      112.00,         200,         640,-999,N1,Reykjanes Peninsula - Natthagakriki,     63.8800,    337.7100,          34,Volcanic,4,2,2,1,          -1,           1,           3,           1,113,1,         491,-1,1,2011,Fabio Donadini,-999,-999,8722,-1,-1
      -40950,        7800,        7800,           2,           1,           3,           1,       18.50,     -999.00,        2.93,     -999.00,           5,        -999,           6,      162.60,       65.80,        6.00,      164.00,         200,         640,-999,N2,Reykjanes Peninsula - Natthagakriki,     63.8800,    337.7100,          34,Volcanic,4,2,2,1,          -1,           1,           3,           1,113,1,         491,-1,1,2011,Fabio Donadini,-999,-999,8723,-1,-1
      -40950,        7800,        7800,           2,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           6,        -999,           6,      154.80,       64.00,        3.80,      304.00,         200,         640,-999,N3,Reykjanes Peninsula - Natthagakriki,     63.8800,    337.7100,          34,Volcanic,4,-1,-1,-1,          -1,          -1,           3,           1,113,1,         491,-1,1,2011,Fabio Donadini,-999,-999,8724,-1,-1
      -40950,        7800,        7800,           2,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           6,        -999,           6,      148.80,       60.00,        1.80,     1466.00,         200,         640,-999,N4,Reykjanes Peninsula - Natthagakriki,     63.8800,    337.7100,          34,Volcanic,4,-1,-1,-1,          -1,          -1,           3,           1,113,1,         491,-1,1,2011,Fabio Donadini,-999,-999,8725,-1,-1
      -40950,        7800,        7800,           2,        -999,           2,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           6,        -999,           6,      162.90,       61.40,        3.40,      392.00,         200,         640,-999,N5,Reykjanes Peninsula - Natthagakriki,     63.8800,    337.7100,          34,Volcanic,4,2,2,1,          -1,           1,           3,           1,113,1,         491,-1,1,2011,Fabio Donadini,-999,-999,8726,-1,-1
      -40950,        7800,        7800,           2,           4,           4,           4,       18.40,        0.40,        2.98,        0.06,           6,        -999,           6,      161.30,       64.30,        3.40,      397.00,         200,         640,-999,N6,Reykjanes Peninsula - Natthagakriki,     63.8900,    337.7000,          34,Volcanic,4,2,2,1,          -1,           1,           3,           1,113,1,         491,-1,1,2011,Fabio Donadini,-999,-999,8727,-1,-1
      -40950,        7800,        7800,           2,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           4,        -999,           6,      317.00,       56.60,        8.80,      110.00,         200,         640,-999,TE1,Reykjanes Peninsula - Tephra,     63.8600,    337.6700,          34,Volcanic,4,-1,-1,-1,          -1,          -1,           3,           1,113,1,         491,-1,1,2011,Fabio Donadini,-999,-999,8728,-1,-1
