,t,lat,lon,F,dF,D,dD,I,dI,colat,rad,dt,FID,UID
803,-400.0,11.7,79.6,53600.0,5000.0,,,,,78.3,6371.2,100,ERDA/2101/,803
804,-400.0,11.1,79.6,63000.0,5000.0,,,,,78.9,6371.2,100,ERDA/2101/,804
805,-400.0,45.5,36.5,73000.0,5000.0,-17.5,7.8,71.5,2.4,44.5,6371.2,100,ERDA/2101/,805
806,-400.0,43.8,90.2,55000.0,5000.0,,,,,46.2,6371.2,100,ERDA/2101/,806
807,-400.0,42.0,43.0,57000.0,6500.0,,,,,48.0,6371.2,100,ERDA/2101/,807
808,-400.0,42.0,43.0,84000.0,9200.0,,,,,48.0,6371.2,100,ERDA/2101/,808
809,-400.0,43.0,41.0,58200.0,11600.0,,,,,47.0,6371.2,100,ERDA/2101/,809
810,-400.0,43.0,41.2,44600.0,8900.0,,,,,47.0,6371.2,100,ERDA/2101/,810
811,-400.0,31.0,101.9,,,,,,,59.0,6371.2,100,ERDA/2101/,811
812,-400.0,38.0,23.7,57000.0,5000.0,,,,,52.0,6371.2,100,ERDA/2101/,812
813,-400.0,46.8,238.1,,,22.4,3.9,51.3,2.4,43.2,6371.2,100,ERDA/2101/,813
814,-400.0,56.7,357.2,,,-9.6,8.4,72.8,2.4,33.3,6371.2,100,ERDA/2101/,814
815,-400.0,43.1,24.3,77500.0,5000.0,-9.9,5.2,61.7,2.4,46.9,6371.2,100,ERDA/2101/,815
816,-400.0,43.1,25.7,64110.0,5000.0,-8.1,5.1,61.1,2.4,46.9,6371.2,100,ERDA/2101/,816
817,-395.0,37.9,22.9,55000.0,5000.0,,,,,52.1,6371.2,100,ERDA/2101/,817
818,-395.0,37.9,22.9,53000.0,5000.0,,,,,52.1,6371.2,100,ERDA/2101/,818
819,-390.0,17.4,246.8,36000.0,7700.0,,,,,72.6,6371.2,100,ERDA/2101/,819
820,-390.0,54.0,107.5,69100.0,8500.0,,,,,36.0,6371.2,100,ERDA/2101/,820
821,-385.0,35.3,25.2,,,-8.5,4.7,58.4,2.4,54.7,6371.2,100,ERDA/2101/,821
822,-380.0,32.2,48.3,58500.0,5000.0,,,,,57.8,6371.2,100,ERDA/2101/,822
823,-380.0,29.8,31.0,40500.0,5000.0,,,,,60.2,6371.2,100,ERDA/2101/,823
824,-375.0,42.0,43.0,68000.0,7600.0,,,,,48.0,6371.2,100,ERDA/2101/,824
825,-375.0,42.3,45.5,64000.0,7900.0,-11.0,5.2,62.0,2.4,47.7,6371.2,100,ERDA/2101/,825
826,-375.0,38.0,58.0,79300.0,7900.0,,,,,52.0,6371.2,100,ERDA/2101/,826
827,-375.0,37.8,12.5,,,-7.8,5.1,61.3,2.4,52.2,6371.2,100,ERDA/2101/,827
828,-375.0,40.2,16.2,,,,,,,49.8,6371.2,100,ERDA/2101/,828
829,-375.0,37.8,12.5,,,-7.8,5.1,61.3,2.4,52.2,6371.2,100,ERDA/2101/,829
830,-375.0,49.2,12.0,,,-19.5,7.5,65.2,3.1,40.8,6371.2,100,ERDA/2101/,830
831,-375.0,52.0,358.8,,,-2.4,6.6,67.9,2.4,38.0,6371.2,100,ERDA/2101/,831
832,-375.0,37.9,22.9,46900.0,5000.0,,,,,52.1,6371.2,100,ERDA/2101/,832
833,-365.0,42.0,43.0,58000.0,6600.0,,,,,48.0,6371.2,100,ERDA/2101/,833
834,-365.0,37.9,22.9,,,-7.2,4.9,60.1,2.4,52.1,6371.2,100,ERDA/2101/,834
835,-365.0,38.0,23.7,45700.0,5000.0,,,,,52.0,6371.2,100,ERDA/2101/,835
836,-360.0,37.9,22.9,46900.0,5000.0,,,,,52.1,6371.2,100,ERDA/2101/,836
837,-360.0,42.0,43.0,66000.0,5000.0,,,,,48.0,6371.2,100,ERDA/2101/,837
838,-360.0,41.9,41.7,62800.0,12600.0,,,,,48.1,6371.2,100,ERDA/2101/,838
839,-350.0,39.5,30.0,76600.0,10200.0,,,,,50.5,6371.2,100,ERDA/2101/,839
840,-350.0,39.5,30.0,71600.0,16800.0,,,,,50.5,6371.2,100,ERDA/2101/,840
841,-350.0,39.5,30.0,72800.0,17100.0,,,,,50.5,6371.2,100,ERDA/2101/,841
842,-350.0,39.5,30.0,65700.0,9100.0,,,,,50.5,6371.2,100,ERDA/2101/,842
843,-350.0,16.7,266.8,53300.0,5100.0,,,,,73.3,6371.2,100,ERDA/2101/,843
844,-350.0,25.0,32.8,66300.0,5000.0,,,,,65.0,6371.2,100,ERDA/2101/,844
845,-350.0,30.4,112.2,60000.0,5000.0,,,,,59.6,6371.2,100,ERDA/2101/,845
846,-350.0,42.0,43.0,87000.0,5000.0,,,,,48.0,6371.2,100,ERDA/2101/,846
847,-350.0,43.0,41.0,69800.0,14000.0,,,,,47.0,6371.2,100,ERDA/2101/,847
848,-350.0,42.0,44.0,67800.0,5000.0,,,67.8,2.4,48.0,6371.2,100,ERDA/2101/,848
849,-350.0,42.0,44.1,61000.0,7000.0,-15.0,5.2,62.0,2.4,48.0,6371.2,100,ERDA/2101/,849
850,-350.0,42.1,42.3,52000.0,6000.0,-15.0,5.2,62.0,2.4,47.9,6371.2,100,ERDA/2101/,850
851,-350.0,42.3,45.5,48900.0,5000.0,-8.7,4.6,57.7,2.4,47.7,6371.2,100,ERDA/2101/,851
852,-350.0,42.1,42.3,73000.0,5000.0,-11.0,5.5,63.5,2.4,47.9,6371.2,100,ERDA/2101/,852
853,-350.0,42.1,42.3,77400.0,5000.0,-18.0,5.2,62.0,2.4,47.9,6371.2,100,ERDA/2101/,853
854,-350.0,42.1,42.3,77500.0,5000.0,-17.5,5.2,62.0,2.4,47.9,6371.2,100,ERDA/2101/,854
855,-350.0,46.2,30.4,81000.0,5000.0,-15.5,7.4,70.5,2.4,43.8,6371.2,100,ERDA/2101/,855
856,-350.0,46.2,30.4,75000.0,5000.0,-15.0,7.6,71.0,2.4,43.8,6371.2,100,ERDA/2101/,856
857,-350.0,46.2,30.4,84000.0,5000.0,-15.0,6.9,69.0,2.4,43.8,6371.2,100,ERDA/2101/,857
858,-350.0,46.2,30.4,81000.0,5000.0,-13.5,7.1,69.5,2.4,43.8,6371.2,100,ERDA/2101/,858
859,-350.0,42.1,42.3,51000.0,5700.0,,,,,47.9,6371.2,100,ERDA/2101/,859
860,-350.0,42.3,45.5,65000.0,8000.0,,,,,47.7,6371.2,100,ERDA/2101/,860
861,-350.0,42.3,45.5,69000.0,8400.0,,,,,47.7,6371.2,100,ERDA/2101/,861
862,-350.0,38.0,58.0,89200.0,8900.0,,,,,52.0,6371.2,100,ERDA/2101/,862
863,-350.0,38.0,67.0,71100.0,7100.0,,,,,52.0,6371.2,100,ERDA/2101/,863
864,-350.0,40.0,67.0,76100.0,7600.0,,,,,50.0,6371.2,100,ERDA/2101/,864
865,-350.0,-6.0,282.0,28400.0,5000.0,,,,,96.0,6371.2,100,ERDA/2101/,865
866,-350.0,40.4,16.8,,,3.2,5.5,63.4,2.4,49.6,6371.2,100,ERDA/2101/,866
867,-350.0,40.4,16.8,,,,,,,49.6,6371.2,100,ERDA/2101/,867
868,-350.0,35.3,25.6,,,-7.6,4.8,58.8,2.4,54.7,6371.2,100,ERDA/2101/,868
869,-350.0,37.9,24.9,,,-7.2,4.9,60.1,2.4,52.1,6371.2,100,ERDA/2101/,869
870,-350.0,30.4,113.7,,,-23.4,4.6,46.6,3.1,59.6,6371.2,100,ERDA/2101/,870
871,-350.0,46.2,30.4,,,6.8,6.7,59.8,3.4,43.8,6371.2,100,ERDA/2101/,871
872,-350.0,46.2,30.4,,,-16.0,7.2,70.0,2.4,43.8,6371.2,100,ERDA/2101/,872
873,-350.0,43.7,26.8,47960.0,5000.0,7.6,5.8,64.9,2.4,46.3,6371.2,100,ERDA/2101/,873
874,-350.0,34.9,113.7,60000.0,5000.0,,,,,55.1,6371.2,100,ERDA/2101/,874
875,-350.0,44.1,238.2,,,22.1,5.3,62.3,2.4,45.9,6371.2,100,ERDA/2101/,875
876,-350.0,34.8,113.6,,,,,39.4,2.4,55.2,6371.2,100,ERDA/2101/,876
877,-345.0,37.9,22.9,55000.0,5000.0,,,,,52.1,6371.2,100,ERDA/2101/,877
878,-345.0,37.9,22.9,55100.0,5000.0,,,,,52.1,6371.2,100,ERDA/2101/,878
879,-340.0,40.4,16.8,,,-13.0,5.2,62.0,2.4,49.6,6371.2,100,ERDA/2101/,879
880,-340.0,40.4,16.8,,,-13.0,5.2,62.0,2.4,49.6,6371.2,100,ERDA/2101/,880
881,-335.0,37.6,24.3,53200.0,10600.0,,,,,52.4,6371.2,100,ERDA/2101/,881
882,-335.0,37.9,22.9,59000.0,5000.0,,,,,52.1,6371.2,100,ERDA/2101/,882
883,-335.0,43.7,26.7,82990.0,5000.0,-15.7,6.7,61.7,3.2,46.3,6371.2,100,ERDA/2101/,883
884,-335.0,19.2,204.2,,,5.9,2.5,7.0,2.4,70.8,6371.2,100,ERDA/2101/,884
885,-330.0,37.6,12.8,,,7.2,7.8,65.0,3.2,52.4,6371.2,100,ERDA/2101/,885
886,-330.0,37.6,12.8,,,-3.2,4.4,55.9,2.4,52.4,6371.2,100,ERDA/2101/,886
887,-330.0,37.6,12.8,,,-9.6,5.0,60.5,2.4,52.4,6371.2,100,ERDA/2101/,887
888,-330.0,37.6,12.8,,,4.5,5.8,59.1,3.0,52.4,6371.2,100,ERDA/2101/,888
889,-330.0,19.6,204.0,,,3.5,2.7,24.3,2.4,70.4,6371.2,100,ERDA/2101/,889
890,-330.0,19.6,204.7,,,1.0,2.7,26.0,2.4,70.4,6371.2,100,ERDA/2101/,890
891,-325.0,41.8,44.7,72000.0,7200.0,-34.0,5.4,63.0,2.4,48.2,6371.2,100,ERDA/2101/,891
892,-325.0,40.0,67.0,,,,,,,50.0,6371.2,100,ERDA/2101/,892
893,-325.0,40.1,15.4,,,,,,,49.9,6371.2,100,ERDA/2101/,893
894,-325.0,37.9,24.9,,,-6.4,4.5,57.2,2.4,52.1,6371.2,100,ERDA/2101/,894
895,-325.0,37.5,21.6,,,-5.2,4.4,56.4,2.4,52.5,6371.2,100,ERDA/2101/,895
896,-325.0,50.8,358.6,,,-7.0,5.9,65.5,2.4,39.2,6371.2,100,ERDA/2101/,896
897,-325.0,51.0,0.2,,,14.7,15.9,,,39.0,6371.2,100,ERDA/2101/,897
898,-325.0,42.2,24.1,68340.0,5100.0,-11.5,5.6,64.0,2.4,47.8,6371.2,100,ERDA/2101/,898
899,-320.0,42.8,246.8,86500.0,5200.0,,,,,47.2,6371.2,100,ERDA/2101/,899
900,-320.0,30.0,31.0,71900.0,11100.0,,,60.0,2.4,60.0,6371.2,100,ERDA/2101/,900
901,-320.0,42.5,25.4,80290.0,7460.0,,,66.9,2.4,47.5,6371.2,100,ERDA/2101/,901
902,-315.0,37.9,22.9,,,-6.4,4.5,57.2,2.4,52.1,6371.2,100,ERDA/2101/,902
903,-310.0,-35.9,144.5,54500.0,5000.0,,,,,125.9,6371.2,100,ERDA/2101/,903
904,-310.0,42.0,43.0,69000.0,7700.0,,,,,48.0,6371.2,100,ERDA/2101/,904
905,-310.0,42.9,246.8,,,13.2,5.3,62.5,2.4,47.1,6371.2,100,ERDA/2101/,905
906,-305.0,23.5,77.8,40600.0,8100.0,,,,,66.5,6371.2,100,ERDA/2101/,906
907,-305.0,28.4,79.1,38200.0,7600.0,,,,,61.6,6371.2,100,ERDA/2101/,907
908,-305.0,29.2,78.1,48100.0,9600.0,,,,,60.8,6371.2,100,ERDA/2101/,908
909,-300.0,37.9,22.9,44800.0,5000.0,,,,,52.1,6371.2,100,ERDA/2101/,909
910,-300.0,29.8,31.0,46500.0,5000.0,,,,,60.2,6371.2,100,ERDA/2101/,910
911,-300.0,19.6,267.3,55000.0,5000.0,,,,,70.4,6371.2,100,ERDA/2101/,911
912,-300.0,10.9,79.8,51800.0,5000.0,,,,,79.1,6371.2,100,ERDA/2101/,912
913,-300.0,10.3,79.8,45000.0,5000.0,,,,,79.7,6371.2,100,ERDA/2101/,913
914,-300.0,10.9,79.8,52000.0,5000.0,,,,,79.1,6371.2,100,ERDA/2101/,914
915,-300.0,10.9,79.8,53000.0,5000.0,,,,,79.1,6371.2,100,ERDA/2101/,915
916,-300.0,42.0,43.0,59000.0,6700.0,,,,,48.0,6371.2,100,ERDA/2101/,916
917,-300.0,42.0,43.0,50000.0,6800.0,,,,,48.0,6371.2,100,ERDA/2101/,917
918,-300.0,42.0,43.0,64000.0,7200.0,,,,,48.0,6371.2,100,ERDA/2101/,918
919,-300.0,42.0,43.0,61000.0,6900.0,,,,,48.0,6371.2,100,ERDA/2101/,919
920,-300.0,42.0,43.0,59000.0,6700.0,,,,,48.0,6371.2,100,ERDA/2101/,920
921,-300.0,43.0,41.0,61600.0,6200.0,,,,,47.0,6371.2,100,ERDA/2101/,921
922,-300.0,42.1,42.3,70200.0,14000.0,,,,,47.9,6371.2,100,ERDA/2101/,922
923,-300.0,41.9,44.4,77400.0,5000.0,-22.6,5.2,61.5,2.4,48.1,6371.2,100,ERDA/2101/,923
924,-300.0,31.0,101.9,,,,,,,59.0,6371.2,100,ERDA/2101/,924
925,-300.0,50.2,14.2,80100.0,8000.0,,,,,39.8,6371.2,100,ERDA/2101/,925
926,-300.0,38.0,136.0,56200.0,14700.0,,,,,52.0,6371.2,100,ERDA/2101/,926
927,-300.0,37.9,22.9,55000.0,5000.0,,,,,52.1,6371.2,100,ERDA/2101/,927
928,-300.0,34.5,135.9,54440.0,5000.0,,,,,55.5,6371.2,100,ERDA/2101/,928
929,-300.0,39.5,16.3,,,9.4,5.7,64.3,2.4,50.5,6371.2,100,ERDA/2101/,929
930,-300.0,44.8,0.0,,,-2.8,6.2,66.4,2.4,45.2,6371.2,100,ERDA/2101/,930
931,-300.0,51.0,0.2,,,-9.8,7.0,63.1,3.1,39.0,6371.2,100,ERDA/2101/,931
932,-300.0,19.7,204.5,,,-2.9,2.9,31.0,2.4,70.3,6371.2,100,ERDA/2101/,932
933,-290.0,29.8,31.0,54500.0,5000.0,,,,,60.2,6371.2,100,ERDA/2101/,933
934,-290.0,29.8,31.0,49500.0,5000.0,,,,,60.2,6371.2,100,ERDA/2101/,934
935,-290.0,43.4,246.5,81800.0,5000.0,,,,,46.6,6371.2,100,ERDA/2101/,935
936,-290.0,42.2,24.1,87730.0,5000.0,-7.2,8.5,68.5,3.1,47.8,6371.2,100,ERDA/2101/,936
937,-285.0,38.0,23.7,44900.0,5000.0,,,,,52.0,6371.2,100,ERDA/2101/,937
938,-285.0,28.0,110.1,42500.0,5000.0,,,,,62.0,6371.2,100,ERDA/2101/,938
939,-285.0,30.7,104.0,43000.0,5000.0,,,,,59.3,6371.2,100,ERDA/2101/,939
940,-285.0,19.0,261.5,,,-7.4,3.1,38.6,2.4,71.0,6371.2,100,ERDA/2101/,940
941,-280.0,54.0,107.5,68200.0,8400.0,,,,,36.0,6371.2,100,ERDA/2101/,941
942,-280.0,19.5,205.1,32300.0,9240.0,,,,,70.5,6371.2,100,ERDA/2101/,942
943,-280.0,43.0,246.8,88900.0,5000.0,,,,,47.0,6371.2,100,ERDA/2101/,943
944,-280.0,37.0,67.0,60000.0,6000.0,,,,,53.0,6371.2,100,ERDA/2101/,944
945,-280.0,37.0,67.0,65700.0,6600.0,,,,,53.0,6371.2,100,ERDA/2101/,945
946,-280.0,37.2,67.3,60000.0,6000.0,,,,,52.8,6371.2,100,ERDA/2101/,946
947,-280.0,37.2,67.3,65700.0,6600.0,,,,,52.8,6371.2,100,ERDA/2101/,947
948,-280.0,19.5,72.8,49600.0,9900.0,,,,,70.5,6371.2,100,ERDA/2101/,948
949,-280.0,42.2,25.2,77230.0,5000.0,-11.3,5.3,62.2,2.4,47.8,6371.2,100,ERDA/2101/,949
950,-280.0,50.0,353.7,,,-6.6,6.1,66.2,2.4,40.0,6371.2,100,ERDA/2101/,950
951,-280.0,50.9,358.6,,,5.7,6.9,68.9,2.4,39.1,6371.2,100,ERDA/2101/,951
952,-280.0,53.1,357.3,,,9.6,8.0,72.1,2.4,36.9,6371.2,100,ERDA/2101/,952
953,-275.0,-37.5,145.5,,,0.8,18.3,-59.9,9.1,127.5,6371.2,100,ERDA/2101/,953
954,-275.0,42.0,43.0,77000.0,5000.0,,,,,48.0,6371.2,100,ERDA/2101/,954
955,-275.0,38.2,16.2,,,-1.5,4.7,58.6,2.4,51.8,6371.2,100,ERDA/2101/,955
956,-275.0,40.2,15.2,,,-4.4,5.0,60.2,2.4,49.8,6371.2,100,ERDA/2101/,956
957,-275.0,40.4,16.8,,,-11.3,5.1,61.4,2.4,49.6,6371.2,100,ERDA/2101/,957
958,-275.0,40.4,16.8,,,-11.3,5.1,61.4,2.4,49.6,6371.2,100,ERDA/2101/,958
959,-275.0,43.7,26.7,62250.0,5120.0,-5.3,6.4,67.3,2.4,46.3,6371.2,100,ERDA/2101/,959
960,-275.0,43.1,25.7,70440.0,5000.0,-18.9,4.2,54.3,2.4,46.9,6371.2,100,ERDA/2101/,960
961,-270.0,38.0,23.7,42400.0,5000.0,,,,,52.0,6371.2,100,ERDA/2101/,961
962,-265.0,35.0,25.0,51200.0,11100.0,,,,,55.0,6371.2,100,ERDA/2101/,962
963,-265.0,42.0,43.0,67000.0,5000.0,,,,,48.0,6371.2,100,ERDA/2101/,963
964,-265.0,52.4,12.9,,,-9.6,8.7,71.9,2.7,37.6,6371.2,100,ERDA/2101/,964
965,-255.0,39.5,30.0,65600.0,9100.0,,,,,50.5,6371.2,100,ERDA/2101/,965
966,-250.0,29.2,78.1,41400.0,8300.0,,,,,60.8,6371.2,100,ERDA/2101/,966
967,-250.0,29.8,31.0,47500.0,5000.0,,,,,60.2,6371.2,100,ERDA/2101/,967
968,-250.0,29.8,31.0,49000.0,5000.0,,,,,60.2,6371.2,100,ERDA/2101/,968
969,-250.0,27.9,30.9,68400.0,5000.0,,,,,62.1,6371.2,100,ERDA/2101/,969
970,-250.0,60.6,22.0,76400.0,5000.0,,,,,29.4,6371.2,100,ERDA/2101/,970
971,-250.0,11.1,77.4,50800.0,5000.0,,,,,78.9,6371.2,100,ERDA/2101/,971
972,-250.0,34.9,133.2,60700.0,5000.0,,,,,55.1,6371.2,100,ERDA/2101/,972
973,-250.0,42.0,43.0,74000.0,8200.0,,,,,48.0,6371.2,100,ERDA/2101/,973
974,-250.0,42.0,43.0,77000.0,8500.0,,,,,48.0,6371.2,100,ERDA/2101/,974
975,-250.0,42.0,43.0,75000.0,8300.0,,,,,48.0,6371.2,100,ERDA/2101/,975
976,-250.0,42.3,45.5,70000.0,8500.0,-19.0,4.8,59.0,2.4,47.7,6371.2,100,ERDA/2101/,976
977,-250.0,42.3,45.5,62000.0,7700.0,-19.0,4.6,58.0,2.4,47.7,6371.2,100,ERDA/2101/,977
978,-250.0,42.3,45.5,43500.0,5000.0,-23.8,4.4,56.4,2.4,47.7,6371.2,100,ERDA/2101/,978
979,-250.0,41.9,44.4,51300.0,5000.0,,,56.0,2.4,48.1,6371.2,100,ERDA/2101/,979
980,-250.0,46.7,31.9,74000.0,5000.0,-10.0,8.0,72.0,2.4,43.3,6371.2,100,ERDA/2101/,980
981,-250.0,46.7,31.9,71000.0,5000.0,-14.0,8.5,73.0,2.4,43.3,6371.2,100,ERDA/2101/,981
982,-250.0,46.7,31.9,72000.0,5000.0,-10.5,8.7,73.5,2.4,43.3,6371.2,100,ERDA/2101/,982
983,-250.0,42.3,45.5,60000.0,7500.0,,,,,47.7,6371.2,100,ERDA/2101/,983
984,-250.0,42.3,45.5,68000.0,10900.0,,,,,47.7,6371.2,100,ERDA/2101/,984
985,-250.0,41.9,43.5,71000.0,7600.0,,,,,48.1,6371.2,100,ERDA/2101/,985
986,-250.0,29.5,30.6,40400.0,5000.0,,,47.7,2.4,60.5,6371.2,100,ERDA/2101/,986
987,-250.0,39.7,16.4,78700.0,5000.0,,,,,50.3,6371.2,100,ERDA/2101/,987
988,-250.0,37.0,67.0,58600.0,5900.0,,,,,53.0,6371.2,100,ERDA/2101/,988
989,-250.0,40.0,67.0,70300.0,7000.0,,,,,50.0,6371.2,100,ERDA/2101/,989
990,-250.0,40.0,67.0,64100.0,6400.0,,,,,50.0,6371.2,100,ERDA/2101/,990
991,-250.0,40.0,67.0,63000.0,12600.0,,,,,50.0,6371.2,100,ERDA/2101/,991
992,-250.0,37.2,67.3,58500.0,5900.0,,,,,52.8,6371.2,100,ERDA/2101/,992
993,-250.0,53.4,9.7,,,-8.5,7.4,70.4,2.4,36.6,6371.2,100,ERDA/2101/,993
994,-250.0,47.2,16.6,,,-8.3,8.0,71.9,2.4,42.8,6371.2,100,ERDA/2101/,994
995,-250.0,47.2,16.6,,,-2.3,5.6,64.0,2.4,42.8,6371.2,100,ERDA/2101/,995
996,-250.0,47.2,16.6,,,-6.0,7.9,71.8,2.4,42.8,6371.2,100,ERDA/2101/,996
997,-250.0,43.7,26.8,63980.0,5000.0,-0.7,6.3,66.9,2.4,46.3,6371.2,100,ERDA/2101/,997
998,-250.0,43.7,26.7,71850.0,5000.0,-9.7,5.5,63.2,2.4,46.3,6371.2,100,ERDA/2101/,998
999,-240.0,19.5,204.7,34000.0,5000.0,6.0,2.6,19.1,2.4,70.5,6371.2,100,ERDA/2101/,999
1000,-240.0,44.1,12.6,70850.0,5000.0,,,,,45.9,6371.2,100,ERDA/2101/,1000
1001,-240.0,19.5,204.7,46750.0,7000.0,11.3,2.5,15.2,2.4,70.5,6371.2,100,ERDA/2101/,1001
1002,-240.0,37.0,67.0,61900.0,6200.0,,,,,53.0,6371.2,100,ERDA/2101/,1002
1003,-240.0,37.2,67.3,61800.0,6200.0,,,,,52.8,6371.2,100,ERDA/2101/,1003
1004,-240.0,19.5,204.7,34010.0,5000.0,,,,,70.5,6371.2,100,ERDA/2101/,1004
1005,-240.0,19.5,204.7,26540.0,5000.0,,,,,70.5,6371.2,100,ERDA/2101/,1005
1006,-240.0,37.9,22.9,47900.0,5000.0,,,,,52.1,6371.2,100,ERDA/2101/,1006
1007,-240.0,48.1,20.9,,,-17.9,6.6,68.0,2.4,41.9,6371.2,100,ERDA/2101/,1007
1008,-240.0,48.1,20.9,,,-2.5,6.6,67.9,2.4,41.9,6371.2,100,ERDA/2101/,1008
1009,-240.0,48.1,20.9,,,-4.7,6.6,68.2,2.4,41.9,6371.2,100,ERDA/2101/,1009
1010,-235.0,19.1,204.5,51100.0,12300.0,11.3,2.5,14.9,2.4,70.9,6371.2,100,ERDA/2101/,1010
1011,-235.0,19.1,204.6,,,11.0,2.5,14.9,2.4,70.9,6371.2,100,ERDA/2101/,1011
1012,-230.0,34.6,135.6,56700.0,5000.0,,,,,55.4,6371.2,100,ERDA/2101/,1012
1013,-230.0,19.1,204.4,53970.0,15770.0,11.2,2.5,14.7,2.4,70.9,6371.2,100,ERDA/2101/,1013
1014,-230.0,20.6,203.7,,,5.8,2.9,31.8,2.4,69.4,6371.2,100,ERDA/2101/,1014
1015,-230.0,36.5,138.6,86000.0,5000.0,,,,,53.5,6371.2,100,ERDA/2101/,1015
1016,-230.0,36.5,138.6,84300.0,5000.0,,,,,53.5,6371.2,100,ERDA/2101/,1016
1017,-230.0,36.5,138.6,86500.0,5000.0,,,,,53.5,6371.2,100,ERDA/2101/,1017
1018,-230.0,19.5,204.7,,,11.3,2.5,15.2,2.4,70.5,6371.2,100,ERDA/2101/,1018
1019,-225.0,43.4,246.5,,,-7.2,5.7,64.2,2.4,46.6,6371.2,100,ERDA/2101/,1019
1020,-225.0,34.8,40.8,57400.0,5000.0,,,,,55.2,6371.2,100,ERDA/2101/,1020
1021,-225.0,37.0,67.0,55700.0,5600.0,,,,,53.0,6371.2,100,ERDA/2101/,1021
1022,-225.0,37.2,67.3,55700.0,5600.0,,,,,52.8,6371.2,100,ERDA/2101/,1022
1023,-225.0,51.0,0.2,,,2.7,7.0,69.4,2.4,39.0,6371.2,100,ERDA/2101/,1023
1024,-225.0,55.7,354.3,,,3.7,5.8,64.2,2.5,34.3,6371.2,100,ERDA/2101/,1024
1025,-225.0,57.3,357.2,,,-12.7,6.6,68.0,2.4,32.7,6371.2,100,ERDA/2101/,1025
1026,-225.0,57.5,355.6,,,-2.9,7.8,71.5,2.4,32.5,6371.2,100,ERDA/2101/,1026
1027,-225.0,44.9,19.8,74210.0,5000.0,,,,,45.1,6371.2,100,ERDA/2101/,1027
1028,-220.0,39.5,30.0,52600.0,13000.0,,,,,50.5,6371.2,100,ERDA/2101/,1028
1029,-220.0,37.6,24.3,49100.0,9800.0,,,,,52.4,6371.2,100,ERDA/2101/,1029
1030,-215.0,34.4,109.2,38300.0,5000.0,,,,,55.6,6371.2,100,ERDA/2101/,1030
1031,-215.0,34.4,109.2,45200.0,5000.0,,,,,55.6,6371.2,100,ERDA/2101/,1031
1032,-215.0,40.0,116.2,54500.0,5000.0,,,,,50.0,6371.2,100,ERDA/2101/,1032
1033,-215.0,34.3,109.3,,,,,28.1,2.4,55.7,6371.2,100,ERDA/2101/,1033
1034,-215.0,34.3,116.4,,,,,49.8,2.4,55.7,6371.2,100,ERDA/2101/,1034
1035,-215.0,39.9,112.2,,,,,50.3,2.4,50.1,6371.2,100,ERDA/2101/,1035
1036,-205.0,38.0,23.7,49900.0,5000.0,,,,,52.0,6371.2,100,ERDA/2101/,1036
1037,-205.0,34.3,109.2,,,-17.0,2.9,33.2,2.4,55.7,6371.2,100,ERDA/2101/,1037
1038,-205.0,23.2,75.8,39400.0,7900.0,,,,,66.8,6371.2,100,ERDA/2101/,1038
1039,-200.0,39.5,30.0,65600.0,15400.0,,,,,50.5,6371.2,100,ERDA/2101/,1039
1040,-200.0,19.0,256.0,53200.0,5000.0,,,,,71.0,6371.2,100,ERDA/2101/,1040
1041,-200.0,16.6,266.5,48300.0,5000.0,,,,,73.4,6371.2,100,ERDA/2101/,1041
1042,-200.0,16.6,266.5,43500.0,5000.0,,,,,73.4,6371.2,100,ERDA/2101/,1042
1043,-200.0,16.7,266.7,46100.0,5000.0,,,,,73.3,6371.2,100,ERDA/2101/,1043
1044,-200.0,25.0,32.8,54300.0,5000.0,,,,,65.0,6371.2,100,ERDA/2101/,1044
1045,-200.0,25.9,32.8,51500.0,5000.0,,,,,64.1,6371.2,100,ERDA/2101/,1045
1046,-200.0,26.2,32.7,55200.0,5000.0,,,,,63.8,6371.2,100,ERDA/2101/,1046
1047,-200.0,11.2,77.9,45400.0,5000.0,,,,,78.8,6371.2,100,ERDA/2101/,1047
1048,-200.0,42.0,43.0,72000.0,9800.0,,,,,48.0,6371.2,100,ERDA/2101/,1048
1049,-200.0,42.0,43.0,54000.0,6200.0,,,,,48.0,6371.2,100,ERDA/2101/,1049
1050,-200.0,42.0,43.0,73000.0,8800.0,,,,,48.0,6371.2,100,ERDA/2101/,1050
1051,-200.0,43.0,41.0,53400.0,10700.0,,,,,47.0,6371.2,100,ERDA/2101/,1051
1052,-200.0,42.1,42.3,63000.0,12600.0,,,,,47.9,6371.2,100,ERDA/2101/,1052
1053,-200.0,41.8,44.7,60500.0,5000.0,,,,,48.2,6371.2,100,ERDA/2101/,1053
1054,-200.0,33.2,43.5,50700.0,13300.0,,,,,56.8,6371.2,100,ERDA/2101/,1054
1055,-200.0,40.7,22.3,,,-5.2,5.3,62.5,2.4,49.3,6371.2,100,ERDA/2101/,1055
1056,-200.0,40.8,22.0,,,-4.7,5.0,60.8,2.4,49.2,6371.2,100,ERDA/2101/,1056
1057,-200.0,47.7,16.6,,,-13.2,7.5,67.8,2.8,42.3,6371.2,100,ERDA/2101/,1057
1058,-200.0,29.5,30.6,,,,,47.7,2.4,60.5,6371.2,100,ERDA/2101/,1058
1059,-200.0,54.9,357.5,,,-1.3,9.0,61.7,4.2,35.1,6371.2,100,ERDA/2101/,1059
